t / s,&j / arb.u.
8.23,-3.73
8.28,-4.13
8.33,-4.26
8.38,-4.55
8.43,-4.58
8.48,-4.7
8.53,-4.58
8.58,-4.68
8.63,-4.47
8.68,-4.31
8.73,-3.97
8.78,-3.72
8.83,-3.33
8.88,-3.08
8.93,-2.64
8.98,-2.35
9.03,-1.91
9.08,-1.64
9.13,-1.25
9.18,-1.1
9.23,-0.73
9.28,-0.61
9.33,-0.39
9.38,-0.34
9.43,-0.22
9.48,-0.29
9.53,-0.15
9.58,-0.3
9.63,-0.24
9.68,-0.39
9.73,-0.52
9.78,-0.79
9.83,-0.87
9.88,-1.14
9.93,-1.22
9.98,-1.53
10.03,-1.66
10.08,-1.85
10.13,-1.95
10.18,-2.21
10.23,-2.22
10.28,-2.41
10.33,-2.4
10.38,-2.54
10.43,-2.48
10.48,-2.57
10.53,-2.5
10.58,-2.58
10.63,-2.47
10.68,-2.55
10.73,-2.47
10.78,-2.45
10.83,-2.3
10.88,-2.25
10.93,-2.12
10.98,-2.1
11.03,-2
11.08,-2
11.13,-1.9
11.18,-1.87
11.23,-1.85
11.28,-1.85
11.33,-1.76
11.38,-1.82
11.43,-1.76
11.48,-1.84
11.53,-1.75
11.58,-1.85
11.63,-1.74
11.68,-1.87
11.73,-1.77
11.78,-1.83
11.83,-1.76
11.88,-1.85
11.93,-1.77
11.98,-1.91
12.03,-1.82
12.08,-1.89
12.13,-1.86
12.18,-1.84
12.23,-1.78
12.28,-1.91
12.33,-1.81
12.38,-1.86
12.43,-1.8
12.48,-1.9
12.53,-1.86
12.58,-1.88
12.63,-1.82
12.68,-1.89
12.73,-1.82
12.78,-1.88
12.83,-1.8
12.88,-1.88
12.93,-1.84
12.98,-1.92
13.03,-1.8
13.08,-1.9
13.13,-1.83
13.18,-1.89
13.23,-1.85
13.28,-1.89
13.33,-1.8
13.38,-1.88
13.43,-1.83
13.48,-1.91
13.53,-1.81
13.58,-1.9
13.63,-1.83
13.68,-1.88
13.73,-1.85
13.78,-1.91
13.83,-1.81
13.88,-1.89
13.93,-1.84
13.98,-1.91
14.03,-1.78
14.08,-1.94
14.13,-1.81
14.18,-1.93
14.23,-1.82
14.28,-1.91
14.33,-1.84
14.38,-1.88
14.43,-1.78
14.48,-1.92
14.53,-1.82
14.58,-1.93
14.63,-1.8
14.68,-1.89
14.73,-1.82
14.78,-1.93
14.83,-1.82
14.88,-1.89
14.93,-1.79
14.98,-1.9
15.03,-1.82
15.08,-1.9
15.13,-1.79
15.18,-1.93
15.23,-1.81
15.28,-1.92
15.33,-1.82
15.38,-1.93
15.43,-1.78
15.48,-1.95
15.53,-1.84
15.58,-1.9
15.63,-1.79
15.68,-1.9
15.73,-1.81
15.78,-1.9
15.83,-1.83
15.88,-1.92
15.93,-1.85
15.98,-1.89
16.03,-1.82
16.08,-1.91
16.13,-1.85
16.18,-1.88
16.23,-1.8
16.28,-1.9
16.33,-1.78
16.38,-1.92
16.43,-1.8
16.48,-1.89
16.53,-1.78
16.58,-1.92
16.63,-1.8
16.68,-1.94
16.73,-1.82
16.78,-1.91
16.83,-1.8
16.88,-1.95
16.93,-1.82
