t / s,&j / arb.u.
6.28,-15.33
6.33,-15.64
6.38,-15.69
6.43,-15.38
6.48,-14.76
6.53,-13.77
6.58,-12.63
6.63,-11.25
6.68,-9.7
6.73,-7.98
6.78,-6.17
6.83,-4.18
6.88,-2.32
6.93,-0.35
6.98,1.41
7.03,3.1
7.08,4.61
7.13,5.89
7.18,6.96
7.23,7.8
7.28,8.3
7.33,8.62
7.38,8.59
7.43,8.46
7.48,7.9
7.53,7.2
7.58,6.22
7.63,5.16
7.68,3.91
7.73,2.65
7.78,1.26
7.83,-0.11
7.88,-1.52
7.93,-2.84
7.98,-4.1
8.03,-5.19
8.08,-6.26
8.13,-7.02
8.18,-7.72
8.23,-8.21
8.28,-8.57
8.33,-8.69
8.38,-8.73
8.43,-8.63
8.48,-8.28
8.53,-7.79
8.58,-7.28
8.63,-6.47
8.68,-5.75
8.73,-4.82
8.78,-4
8.83,-3.01
8.88,-2.19
8.93,-1.22
8.98,-0.44
9.03,0.34
9.08,0.96
9.13,1.66
9.18,2.01
9.23,2.46
9.28,2.6
9.33,2.73
9.38,2.72
9.43,2.74
9.48,2.46
9.53,2.22
9.58,1.79
9.63,1.34
9.68,0.76
9.73,0.25
9.78,-0.38
9.83,-0.91
9.88,-1.52
9.93,-2.02
9.98,-2.6
10.03,-3.02
10.08,-3.44
10.13,-3.73
10.18,-4.01
10.23,-4.19
10.28,-4.34
10.33,-4.34
10.38,-4.39
10.43,-4.29
10.48,-4.31
10.53,-4.1
10.58,-3.94
10.63,-3.64
10.68,-3.42
10.73,-3.12
10.78,-2.93
10.83,-2.56
10.88,-2.34
10.93,-2
10.98,-1.87
11.03,-1.56
11.08,-1.38
11.13,-1.22
11.18,-1.12
11.23,-1.01
11.28,-0.98
11.33,-0.89
11.38,-0.93
11.43,-0.94
11.48,-0.98
11.53,-0.97
11.58,-0.97
11.63,-1
11.68,-1.17
11.73,-1.2
11.78,-1.29
11.83,-1.36
11.88,-1.47
11.93,-1.47
11.98,-1.57
12.03,-1.54
12.08,-1.59
12.13,-1.59
12.18,-1.61
12.23,-1.61
12.28,-1.62
12.33,-1.61
12.38,-1.64
12.43,-1.58
12.48,-1.65
12.53,-1.62
12.58,-1.65
12.63,-1.59
12.68,-1.64
12.73,-1.62
12.78,-1.64
12.83,-1.55
12.88,-1.67
12.93,-1.59
12.98,-1.66
13.03,-1.59
13.08,-1.64
13.13,-1.6
13.18,-1.62
13.23,-1.62
13.28,-1.68
13.33,-1.53
13.38,-1.62
13.43,-1.56
13.48,-1.66
13.53,-1.6
13.58,-1.66
13.63,-1.57
13.68,-1.68
13.73,-1.56
13.78,-1.69
13.83,-1.55
13.88,-1.67
13.93,-1.56
13.98,-1.65
14.03,-1.6
14.08,-1.63
14.13,-1.59
14.18,-1.64
14.23,-1.57
14.28,-1.67
14.33,-1.58
14.38,-1.68
14.43,-1.57
14.48,-1.66
14.53,-1.55
14.58,-1.67
14.63,-1.51
14.68,-1.66
14.73,-1.58
14.78,-1.7
14.83,-1.6
14.88,-1.64
14.93,-1.59
14.98,-1.62
15.03,-1.54
15.08,-1.67
15.13,-1.57
15.18,-1.65
15.23,-1.59
15.28,-1.64
15.33,-1.56
15.38,-1.58
15.43,-1.55
15.48,-1.65
15.53,-1.59
15.58,-1.67
15.63,-1.58
15.68,-1.64
15.73,-1.57
15.78,-1.69
15.83,-1.58
15.88,-1.68
15.93,-1.56
15.98,-1.64
16.03,-1.55
16.08,-1.67
16.13,-1.61
16.18,-1.66
16.23,-1.6
16.28,-1.67
16.33,-1.57
16.38,-1.63
16.43,-1.61
16.48,-1.68
16.53,-1.6
16.58,-1.65
16.63,-1.57
16.68,-1.66
16.73,-1.58
16.78,-1.66
16.83,-1.59
16.88,-1.63
16.93,-1.62
16.98,-1.65
17.03,-1.52
17.08,-1.64
17.13,-1.59
17.18,-1.65
17.23,-1.59
17.28,-1.68
17.33,-1.55
17.38,-1.63
17.43,-1.56
17.48,-1.65
17.53,-1.57
17.58,-1.69
17.63,-1.53
17.68,-1.69
17.73,-1.59
17.78,-1.68
17.83,-1.58
17.88,-1.67
17.93,-1.56
17.98,-1.64
18.03,-1.57
18.08,-1.66
18.13,-1.57
18.18,-1.67
18.23,-1.57
18.28,-1.68
18.33,-1.57
18.38,-1.71
18.43,-1.54
18.48,-1.71
18.53,-1.52
18.58,-1.67
18.63,-1.56
18.68,-1.66
18.73,-1.56
18.78,-1.66
18.83,-1.57
18.88,-1.68
18.93,-1.57
18.98,-1.64
19.03,-1.51
19.08,-1.67
19.13,-1.54
19.18,-1.68
19.23,-1.59
19.28,-1.66
19.33,-1.55
19.38,-1.65
19.43,-1.55
19.48,-1.67
19.53,-1.56
19.58,-1.66
19.63,-1.59
19.68,-1.64
19.73,-1.59
19.78,-1.62
19.83,-1.57
19.88,-1.67
19.93,-1.59
19.98,-1.64
20.03,-1.54
20.08,-1.63
20.13,-1.57
20.18,-1.66
20.23,-1.54
20.28,-1.66
20.33,-1.55
20.38,-1.64
20.43,-1.57
20.48,-1.67
20.53,-1.6
20.58,-1.68
20.63,-1.56
20.68,-1.67
20.73,-1.55
20.78,-1.64
20.83,-1.56
20.88,-1.69
20.93,-1.55
20.98,-1.63
21.03,-1.58
21.08,-1.66
21.13,-1.58
21.18,-1.67
21.23,-1.52
21.28,-1.64
21.33,-1.61
21.38,-1.66
21.43,-1.57
21.48,-1.64
21.53,-1.55
21.58,-1.65
21.63,-1.57
21.68,-1.65
21.73,-1.58
21.78,-1.67
21.83,-1.6
21.88,-1.68
21.93,-1.57
21.98,-1.68
22.03,-1.58
22.08,-1.64
22.13,-1.6
22.18,-1.64
22.23,-1.61
22.28,-1.64
22.33,-1.57
22.38,-1.64
22.43,-1.56
22.48,-1.68
22.53,-1.57
22.58,-1.64
22.63,-1.56
22.68,-1.66
22.73,-1.58
22.78,-1.64
22.83,-1.56
22.88,-1.63
22.93,-1.57
22.98,-1.67
23.03,-1.6
23.08,-1.67
23.13,-1.57
23.18,-1.64
23.23,-1.59
23.28,-1.65
23.33,-1.59
23.38,-1.67
23.43,-1.56
23.48,-1.62
23.53,-1.58
23.58,-1.67
23.63,-1.56
23.68,-1.65
23.73,-1.58
23.78,-1.66
23.83,-1.6
23.88,-1.68
23.93,-1.6
23.98,-1.64
24.03,-1.62
24.08,-1.61
24.13,-1.57
24.18,-1.66
24.23,-1.62
24.28,-1.63
24.33,-1.6
24.38,-1.68
24.43,-1.58
24.48,-1.64
24.53,-1.59
24.58,-1.65
24.63,-1.61
24.68,-1.62
24.73,-1.6
24.78,-1.63
24.83,-1.57
24.88,-1.62
24.93,-1.6
24.98,-1.65
25.03,-1.61
25.08,-1.65
25.13,-1.6
25.18,-1.62
25.23,-1.62
25.28,-1.6
25.33,-1.57
25.38,-1.62
25.43,-1.61
25.48,-1.64
25.53,-1.59
25.58,-1.63
25.63,-1.57
25.68,-1.65
25.73,-1.58
25.78,-1.63
25.83,-1.6
25.88,-1.64
25.93,-1.59
25.98,-1.6
26.03,-1.55
26.08,-1.62
26.13,-1.56
26.18,-1.63
26.23,-1.6
26.28,-1.63
26.33,-1.58
26.38,-1.64
26.43,-1.55
26.48,-1.63
26.53,-1.62
26.58,-1.6
26.63,-1.61
26.68,-1.64
26.73,-1.6
26.78,-1.6
26.83,-1.62
26.88,-1.62
26.93,-1.6
26.98,-1.64
27.03,-1.52
27.08,-1.65
27.13,-1.62
27.18,-1.67
27.23,-1.6
27.28,-1.6
27.33,-1.63
27.38,-1.66
27.43,-1.56
27.48,-1.63
27.53,-1.62
27.58,-1.64
27.63,-1.59
27.68,-1.62
27.73,-1.6
27.78,-1.61
27.83,-1.63
27.88,-1.62
27.93,-1.61
27.98,-1.66
28.03,-1.65
28.08,-1.64
28.13,-1.61
28.18,-1.62
28.23,-1.6
28.28,-1.6
28.33,-1.64
28.38,-1.61
28.43,-1.58
28.48,-1.66
28.53,-1.59
28.58,-1.64
28.63,-1.61
28.68,-1.62
28.73,-1.59
28.78,-1.63
28.83,-1.61
28.88,-1.6
28.93,-1.6
28.98,-1.6
29.03,-1.59
29.08,-1.6
29.13,-1.61
29.18,-1.62
29.23,-1.61
29.28,-1.59
29.33,-1.68
29.38,-1.65
29.43,-1.62
29.48,-1.59
29.53,-1.6
29.58,-1.59
29.63,-1.64
29.68,-1.63
29.73,-1.61
29.78,-1.61
29.83,-1.63
29.88,-1.6
29.93,-1.64
29.98,-1.64
30.03,-1.57
30.08,-1.63
30.13,-1.63
30.18,-1.61
30.23,-1.61
30.28,-1.59
30.33,-1.65
30.38,-1.64
30.43,-1.62
30.48,-1.62
30.53,-1.62
30.58,-1.65
30.63,-1.63
30.68,-1.6
30.73,-1.61
30.78,-1.57
30.83,-1.63
30.88,-1.61
30.93,-1.6
30.98,-1.61
31.03,-1.65
31.08,-1.61
31.13,-1.61
31.18,-1.6
31.23,-1.64
31.28,-1.59
31.33,-1.64
31.38,-1.65
31.43,-1.61
31.48,-1.59
31.53,-1.6
31.58,-1.6
31.63,-1.6
31.68,-1.62
31.73,-1.6
31.78,-1.61
31.83,-1.61
31.88,-1.58
