t / s,&j / arb.u.
7.78,-1.77
7.83,-2.03
7.88,-2.12
7.93,-2.41
7.98,-2.46
8.03,-2.59
8.08,-2.59
8.13,-2.7
8.18,-2.69
8.23,-2.72
8.28,-2.65
8.33,-2.73
8.38,-2.66
8.43,-2.7
8.48,-2.51
8.53,-2.49
8.58,-2.35
8.63,-2.27
8.68,-2.07
8.73,-2.12
8.78,-1.93
8.83,-1.91
8.88,-1.81
8.93,-1.79
8.98,-1.71
9.03,-1.7
9.08,-1.66
9.13,-1.66
9.18,-1.59
9.23,-1.66
9.28,-1.6
9.33,-1.64
9.38,-1.57
9.43,-1.66
9.48,-1.56
9.53,-1.66
9.58,-1.57
9.63,-1.69
9.68,-1.63
9.73,-1.77
9.78,-1.64
9.83,-1.8
9.88,-1.68
9.93,-1.82
9.98,-1.73
10.03,-1.84
10.08,-1.75
10.13,-1.82
10.18,-1.76
10.23,-1.86
10.28,-1.7
10.33,-1.85
10.38,-1.76
10.43,-1.86
10.48,-1.78
10.53,-1.83
10.58,-1.75
10.63,-1.82
10.68,-1.73
10.73,-1.85
10.78,-1.74
10.83,-1.89
10.88,-1.76
10.93,-1.85
10.98,-1.75
11.03,-1.86
11.08,-1.74
11.13,-1.83
11.18,-1.79
11.23,-1.88
11.28,-1.77
11.33,-1.84
11.38,-1.78
11.43,-1.85
11.48,-1.74
11.53,-1.85
11.58,-1.76
11.63,-1.87
11.68,-1.77
11.73,-1.84
11.78,-1.75
11.83,-1.85
11.88,-1.75
11.93,-1.84
11.98,-1.75
12.03,-1.85
12.08,-1.72
12.13,-1.89
12.18,-1.74
12.23,-1.86
12.28,-1.73
12.33,-1.88
12.38,-1.75
12.43,-1.86
12.48,-1.73
12.53,-1.85
12.58,-1.78
12.63,-1.83
12.68,-1.77
12.73,-1.82
12.78,-1.75
12.83,-1.85
12.88,-1.77
12.93,-1.83
12.98,-1.76
13.03,-1.85
13.08,-1.74
13.13,-1.87
13.18,-1.77
13.23,-1.85
13.28,-1.74
13.33,-1.87
13.38,-1.77
13.43,-1.81
13.48,-1.76
13.53,-1.83
13.58,-1.78
13.63,-1.84
13.68,-1.76
13.73,-1.85
13.78,-1.78
13.83,-1.85
13.88,-1.77
13.93,-1.8
13.98,-1.72
14.03,-1.82
14.08,-1.78
14.13,-1.84
14.18,-1.8
14.23,-1.83
14.28,-1.77
14.33,-1.86
14.38,-1.81
14.43,-1.85
14.48,-1.75
14.53,-1.84
14.58,-1.77
14.63,-1.8
14.68,-1.78
14.73,-1.81
14.78,-1.76
14.83,-1.85
14.88,-1.78
14.93,-1.8
14.98,-1.75
15.03,-1.81
15.08,-1.76
15.13,-1.8
15.18,-1.78
15.23,-1.81
15.28,-1.78
15.33,-1.81
15.38,-1.77
15.43,-1.81
15.48,-1.79
15.53,-1.82
15.58,-1.78
15.63,-1.78
15.68,-1.75
15.73,-1.8
15.78,-1.76
15.83,-1.82
15.88,-1.78
15.93,-1.82
15.98,-1.8
16.03,-1.87
16.08,-1.75
16.13,-1.81
16.18,-1.77
16.23,-1.81
16.28,-1.77
16.33,-1.79
16.38,-1.79
16.43,-1.83
16.48,-1.8
16.53,-1.84
16.58,-1.76
16.63,-1.81
16.68,-1.78
16.73,-1.81
16.78,-1.79
16.83,-1.83
16.88,-1.79
16.93,-1.8
16.98,-1.81
17.03,-1.79
17.08,-1.81
17.13,-1.8
17.18,-1.79
17.23,-1.8
17.28,-1.84
17.33,-1.8
17.38,-1.83
17.43,-1.83
17.48,-1.8
17.53,-1.81
17.58,-1.76
17.63,-1.79
17.68,-1.8
17.73,-1.81
17.78,-1.81
17.83,-1.82
17.88,-1.78
17.93,-1.74
17.98,-1.76
18.03,-1.8
18.08,-1.79
18.13,-1.8
18.18,-1.77
18.23,-1.84
18.28,-1.85
18.33,-1.8
18.38,-1.79
18.43,-1.84
18.48,-1.8
18.53,-1.81
